,symbol,name,isin,sector,industry,country,exchange
478,HDF,HDF,INE040A01034,,,,Euronext Paris
479,HDG,HUNTER DOUGLAS,US74347X2945,,,,Euronext Amsterdam
480,HDP,HOTELS DE PARIS,FR0004165801,,,,Euronext Paris
481,HEGA,HEDOSOPHIA ORD SHA,DE000A3E5ED2,,,,Euronext Amsterdam
482,HEIA,HEINEKEN,JP3834050001,,,,Euronext Amsterdam
483,HEIJM,HEIJMANS,SE0015949037,,,,Euronext Amsterdam
484,HEWG,,US46434V7047,,,,
485,HEXA,HEXAOM,INE750M01017,,,,Euronext Paris
486,HHGCR,,CA42970W1077,,,,
487,HICL,,AU000000HIL8,,,,
488,HIK,,INE475B01022,,,,
489,HLAHW,,AU000000GPS0,,,,
490,HLMA,,DE0005297204,,,,
491,HMSO,,JP3846000002,,,,
492,HO,THALES,SG1H41875896,,,,Euronext Paris
493,HOLCO,HOLLAND COLOURS,LB0000012833,,,,Euronext Amsterdam
494,HOLN,Holcim Ltd,SG2D92977651,,,,Euronext Paris
495,HOP,HOPSCOTCH GROUPE,BMG4600H1198,,,,Euronext Paris
496,HOVNP,,US4424871121,,,,
497,HSBA,,MT0000030107,,,,
498,HSL,,ARDEUT112257,,,,
499,HSV,,NET0000HSE01,,,,
500,HSW,HOSTELWORLD GROUP,NET0000HSE01,,,,Euronext Dublin
501,HUDL,HUDDLESTOCK FINTEC,NO0010859648,,,,Euronext Growth Oslo
502,HUNT,HUNTER GROUP,GG00BLGZJW08,,,,Euronext Expand Oslo
503,HYDRA,HYDRATEC,FR0000064735,,,,Euronext Amsterdam
504,HYLS,,US33738D4088,,,,
505,HYMCZ,,GB0001012045,,,,
506,HYN,HYNION,NO0010920945,,,,Euronext Growth Oslo
507,HYPE3,,JP3765220003,,,,
508,HYPRO,HYDROGENPRO,CS0005049758,,,,Euronext Growth Oslo
509,HYZD,,US97717W4309,,,,
510,I2PO,I2PO SHARES,FR0014004J15,,,,Euronext Paris
511,IAM,MAROC TELECOM,MA0000011488,,,,Euronext Paris
512,IBAB,IBA,CH0129442221,,,,Euronext Brussels
513,IBB,,US4642875565,,,,
514,IBST,,NET000INST24,,,,
515,ICLN,,US4642882249,,,,
516,IDL,ID LOGISTICS GROUP,FR0000079691,,,,Euronext Paris
517,IDLB,,US46138E7682,,,,
518,IEF,,US4642874402,,,,
519,IEI,,US4642886612,,,,
520,IEM,,GG00BTDYD136,,,,
521,IEUS,,US4642884971,,,,
522,IGE,IGE + XAO,US4642873743,,,,Euronext Paris
523,IGF,,US4642883726,,,,
524,IGG,,SE0006091476,,,,
525,IGICW,,KR7000370007,,,,
526,IGOV,,US4642881175,,,,
527,IHYF,,FR0000054231,,,,
528,IJT,,US4642878874,,,,
529,IMAQR,,INE416L01017,,,,
530,IMCD,IMCD,DE000A2TSS58,,,,Euronext Amsterdam
531,IMCV,,JP3922100007,,,,
532,IMI,,AU0000054942,,,,
533,IMMO,IMMOBEL,BE0003893139,,,,Euronext Brussels
534,IMMOP,IMMOPOOL,AT0000A21KS2,,,,Euronext Expert Market
535,IMTXW,,NL0000440477,,,,
536,INA,INAPA-INV.P.GESTAO,JP3146300003,,,,Euronext Lisbon
537,INCLU,INCLUSIO SA/NV,BE0974374069,,,,Euronext Brussels
538,INDV,,INE684U01011,,,,
539,INDY,,US4642895290,,,,
540,INEA,FONCIERE INEA,FR0010341032,,,,Euronext Paris
541,INF,,JP3153850007,,,,
542,INFE,INDLE FIN.ENTREPR.,FR0000066219,,,,Euronext Paris
543,INFR,,US52468L7038,,,,
544,INGA,ING GROEP N.V.,NL0011821202,,,,Euronext Amsterdam
545,INSTA,INSTABANK,NET000INST24,,,,Euronext Growth Oslo
546,INTER,INTERTRUST,RU000A0JPNM1,,,,Euronext Amsterdam
547,INVP,,PTINA0AP0008,,,,
548,IPH,INNATE PHARMA,GB0009737155,,,,Euronext Paris
549,IPKW,,US46138E6445,,,,
550,IPN,IPSEN,US78463X6739,,,,Euronext Paris
551,IPO,,US7599372049,,,,
552,IRD,GROUPE IRD,JP3105190007,,,,Euronext Paris
553,IRES,IRISH RES. PROP.,AU000000IRE2,,,,Euronext Dublin
554,ISHG,,US4642881258,,,,
555,ISLEW,,GB00BNLPYF73,,,,
556,ISTB,,US46432F8591,,,,
557,ITRK,,JP3144600008,,,,
558,ITV,,JP3048770006,,,,
559,IUSB,,US46434V6130,,,,
560,IUSG,,US4642876712,,,,
561,IUSV,,US4642876639,,,,
562,IWG,,AU000000NET8,,,,
563,IWS,INTEGRATED WIND SO,US4642874733,,,,Euronext Growth Oslo
564,IXUS,,US46432F8344,,,,
565,JAM,,AU000000JAL1,,,,
566,JD.,,NET0000JDD12,,,,
567,JDEP,JDE PEET'S,GB00B0WY3Y47,,,,Euronext Amsterdam
568,JDW,,DE000A0B9N37,,,,
569,JEO,,CNE1000013C9,,,,
570,JESC,,JP3386570000,,,,
571,JFJ,,KR7089590004,,,,
572,JSMD,,US47103U2096,,,,
573,JSML,,US47103U1007,,,,
574,JTC,,JP3386260008,,,,
575,JUP,,AU000000JPR6,,,,
576,JWAC,,AU000000JPR6,,,,
577,JWACR,,AU000000JPR6,,,,
578,KBC,KBC,BE0003867844,,,,Euronext Brussels
579,KBWB,,US46138E6288,,,,
580,KBWD,,US46138E6106,,,,
581,KBWP,,US46138E5868,,,,
582,KBWR,,US46138E5785,,,,
583,KBWY,,US46138E5942,,,,
584,KENDR,KENDRION,NL0000852531,,,,Euronext Amsterdam
585,KER,KERING,FR0013156007,,,,Euronext Paris
586,KEYW,KEYWARE TECH.,BE0003880979,,,,Euronext Brussels
587,KGF,,DE0005706501,,,,
588,KIN,KINEPOLIS GROUP,AU000000KIN8,,,,Euronext Brussels
589,KING,THE KINGFISH COMP,NL00150001S5,,,,Euronext Growth Oslo
590,KLAQW,,CA48345H1055,,,,
591,KORI,KORIAN,SG2F40988253,,,,Euronext Paris
592,KPN,KPN KON,AU000000DCG0,,,,Euronext Amsterdam
593,KRAB,KRAFT BANK,US001KRAKE01,,,,Euronext Growth Oslo
594,KRMA,,US37954Y7316,,,,
595,KYOTO,KYOTO GROUP,JP3250400003,,,,Euronext Growth Oslo
596,LACR,LACROIX GROUP,FR0000066607,,,,Euronext Paris
597,LAT,LATECOERE,LV0000100741,,,,Euronext Paris
598,LBPSW,,GB00BSVYN304,,,,
599,LEBL,FONCIERE 7 INVEST,FR0000121295,,,,Euronext Paris
600,LFACU,,US50202D2018,,,,
601,LGEN,,JP3282850001,,,,
602,LIG,LISGRAFICA,KR7079550000,,,,Euronext Lisbon
603,LIGHT,SIGNIFY NV,INE835U01019,,,,Euronext Amsterdam
604,LIO,,SG1BD6000002,,,,
605,LIT,LITHO FORMAS,US37954Y8553,,,,Euronext Access Lisbon
606,LLOY,,INE281B01032,,,,
607,LMAOW,,CA09000L1040,,,,
608,LMBS,,US33739Q2003,,,,
609,LMP,,GB00B12MHD28,,,,
610,LOCAL,SOLOCAL GROUP,GB00B1VS7G47,,,,Euronext Paris
611,LOVE,,US54738L1098,,,,
612,LPCN,,US53630X1046,,,,
613,LPE,LAURENT-PERRIER,CH0039074692,,,,Euronext Paris
614,LR,LEGRAND,JP3823400001,,,,Euronext Paris
615,LSEG,,NET000L3G3N3,,,,
616,LTA,ALTAMIR,SG1I47882655,,,,Euronext Paris
617,LUMI,LUMI GRUPPEN,NO0010927288,,,,Euronext Growth Oslo
618,LUXAW,,INE150G01020,,,,
619,LVHD,,US52468L4068,,,,
620,LXI,,AU000000AXI8,,,,
621,LYS,LYSOGENE,INE142K01011,,,,Euronext Paris
622,LYTIX,LYTIX BIOPHARMA,NO0010405780,,,,Euronext Growth Oslo
623,MAAQU,,US56168P2039,,,,
624,MAAT,MAAT PHARMA,FR0012634822,,,,Euronext Paris
625,MAB,,DE000A2YPJN6,,,,
626,MAJ,MAJOREL GROUP LUX,LU2382956378,,,,Euronext Amsterdam
627,MALT,MALTERIES FCO-BEL.,FR0000030074,,,,Euronext Paris
628,MAREL,MAREL,DE000A0H1GY2,,,,Euronext Amsterdam
629,MAU,MAUREL ET PROM,INE150D01019,,,,Euronext Paris
630,MBB,,US4642885887,,,,
631,MBWS,MBWS,FR0000060873,,,,Euronext Paris
632,MCC,IMMO MCC,GB00BJ3VW957,,,,Euronext Brussels
633,MCEF,,US33740F5089,,,,
634,MCHI,,US46429B6719,,,,
635,MCP,MEDIA CAPITAL,CA25537Y2033,,,,Euronext Lisbon
636,MCPHY,MCPHY ENERGY,AU000000MCP2,,,,Euronext Paris
637,MCRO,,US45409B2060,,,,
638,MDIV,,US33738R1005,,,,
639,MDM,MAISONS DU MONDE,FR0013153541,,,,Euronext Paris
640,MEDCL,MEDINCELL,SE0009160872,,,,Euronext Paris
641,MELE,MELEXIS,JP3921080002,,,,Euronext Brussels
642,MERY,MERCIALYS,PLMRCOR00016,,,,Euronext Paris
643,METXW,,DE000A0N3EU3,,,,
644,MIKO,MIKO,BE0003731453,,,,Euronext Brussels
645,MIO,MINCON GROUP PLC,IE00BD64C665,,,,Euronext Growth Dublin
646,MITRA,MITHRA,ID1000118607,,,,Euronext Brussels
647,MKS,,CA65685J1030,,,,
648,MLACW,,FR0010717579,,,,
649,MLAUD,AUDIENCE LABS,FR0011896463,,,,Euronext Access Paris
650,MLAZL,AZ LEASING,IT0004812258,,,,Euronext Access Paris
651,MLBAR,BARINGS CORE SPAIN,ES0105362000,,,,Euronext Access Paris
652,MLBAT,BATLA MINERALS,FR0010436170,,,,Euronext Access Paris
653,MLC,MALIN CORP. PLC,GB00BJ3VW957,,,,Euronext Growth Dublin
654,MLCAC,LOMBARD ET MEDOT,FR0006205019,,,,Euronext Access Paris
655,MLEVE,EVERSET,RU000A0JT7Y2,,,,Euronext Access Paris
656,MLHPE,HOPENING,FR0010312181,,,,Euronext Access Paris
657,MLPRX,PARX MATERIALS NV,US00143K3352,,,,Euronext Access Paris
658,MLTRO,TROC ILE,DE000BFB0027,,,,Euronext Access Paris
659,MMB,LAGARDERE SA,AU000000IMS3,,,,Euronext Paris
660,MNDI,,IT0001469383,,,,
661,MONC,MONCEY (FIN.) NOM.,IT0001469383,,,,Euronext Paris
662,MONCW,,NET000CRCL01,,,,
663,MONT,MONTEA,BE0003853703,,,,Euronext Brussels
664,MONY,,US46429B2593,,,,
665,MOP,MOPOLI,NL0000488153,,,,Euronext Brussels
666,MOUR,MOURY CONSTRUCT,BE0003602134,,,,Euronext Brussels
667,MPACR,,FI4000507488,,,,
668,MRL,MERLIN PROPERTIES,ES0105025003,,,,Euronext Lisbon
669,MTACW,,KYG3166N1060,,,,
670,MTO,,KR7009680000,,,,
671,MTU,MANITOU BF,FR0000038606,,,,Euronext Paris
672,MUN,MICROPOLE,SG2C34962861,,,,Euronext Paris
673,NAACW,,CA65389P1080,,,,
674,NACON,NACON,FR0013482791,,,,Euronext Paris
675,NAI,NAI ORD SHARES,JP3640800003,,,,Euronext Amsterdam
676,NAVYA,NAVYA,NO0010708605,,,,Euronext Paris
677,NBX,NORWEGIAN BLOCK EX,INE095N01031,,,,Euronext Growth Oslo
678,NCOD,NORCOD,SE0011563410,,,,Euronext Growth Oslo
679,NEDAP,NEDAP,PLYLWHT00012,,,,Euronext Amsterdam
680,NEDSE,MKB Nedsense,NL0009312842,,,,Euronext Amsterdam
681,NEOEN,NEOEN,KR7002350007,,,,Euronext Paris
682,NEWAY,NEWAYS ELECTRONICS,CNE100001SJ6,,,,Euronext Amsterdam
683,NEXTA,NEXTENSA,JP3758210003,,,,Euronext Brussels
684,NEXTS,NEXTSTAGE,FR0012789386,,,,Euronext Paris
685,NFTY,,US4540891037,,,,
686,NG.,,JO3127011018,,,,
687,NK,IMERYS,JP3691400000,,,,Euronext Paris
688,NOKIA,NOKIA,ARDEUT110533,,,,Euronext Paris
689,NORDH,NORDHEALTH A-AKSJE,NO0011002651,,,,Euronext Growth Oslo
690,NORSE,NORSE ATLANTIC,NO0010861115,,,,Euronext Growth Oslo
691,NORTH,NORTH ENERGY,SE0005504669,,,,Euronext Expand Oslo
692,NOS,"NOS, SGPS",GB00BZ76F335,,,,Euronext Lisbon
693,NR21,NR21,FR0014001PV6,,,,Euronext Paris
694,NRACW,,FR0004170017,,,,
695,NSE,NEW SOURCES ENERGY,NL0009822014,,,,Euronext Amsterdam
696,NSOL,NORSK SOLAR,NO0010941925,,,,Euronext Growth Oslo
697,NTEL,NORTEL,NO0010900087,,,,Euronext Growth Oslo
698,NTI,NORSK TITANIUM,INE871D04089,,,,Euronext Growth Oslo
699,NXI,NEXITY,FR0013447026,,,,Euronext Paris
700,NXT,,US98951C1062,,,,
701,NXTG,,JO2103411010,,,,
702,NYR,NYRSTAR,BE0974294267,,,,Euronext Brussels
703,OBEL,ORANGE BELGIUM,CH0001671707,,,,Euronext Brussels
704,OCDO,,GB0034202076,,,,
705,OCI,OCI,KR7010060002,,,,Euronext Amsterdam
706,ODET,COMPAGNIE ODET,BG11KOVABT17,,,,Euronext Paris
707,ODYSY,ODYSSEY ORD SHARES,AU000000ODY8,,,,Euronext Amsterdam
708,OEPWW,,NET000MOTEL1,,,,
709,OIZ,ORIGIN ENT. PLC,JP3170100006,,,,Euronext Growth Dublin
710,OLITU,,US68218C2070,,,,
711,OMCL,,US68213N1090,,,,
712,ONEQ,,US3159128087,,,,
713,ONTEX,ONTEX GROUP,FR0000064958,,,,Euronext Brussels
714,OPINL,,CA1129006831,,,,
715,OPN,GROUPE OPEN,FR0004050300,,,,Euronext Paris
716,ORAP,ORAPI,FR0000075392,,,,Euronext Paris
717,ORDI,ORDINA,NL0000440584,,,,Euronext Amsterdam
718,ORE,OREY ANTUNES ESC.,AU000XINAAR8,,,,Euronext Lisbon
719,OREGE,OREGE,FR0010609206,,,,Euronext Paris
720,ORP,ORPEA,FR0000075392,,,,Euronext Paris
721,OSB,,GB00BLDRH360,,,,
722,OSE,OSE IMMUNO,AU0000053324,,,,Euronext Paris
723,OSTRW,,INE735G01010,,,,
724,OTOVO,OTOVO,NO0010809783,,,,Euronext Growth Oslo
725,OVH,OVH,NET000OVI444,,,,Euronext Paris
726,OXB,,INE063E01046,,,,
727,OXIG,,INE063E01046,,,,
728,PABSA,PARROT BSA 1,FR0000038465,,,,Euronext Paris
729,PACE,PEGASUS ORD SHARES,FR0000077992,,,,Euronext Amsterdam
730,PAEWW,,KR7005800008,,,,
731,PARP,GROUPE PARTOUCHE,CA5441781062,,,,Euronext Paris
732,PARRO,PARROT,INE126A01031,,,,Euronext Paris
733,PAT,PATRIMOINE ET COMM,IN9529D01012,,,,Euronext Paris
734,PDP,,US46137V8375,,,,
735,PEACE,PEGASUS ENTREP SHA,CNE100002GV4,,,,Euronext Amsterdam
736,PERR,PERRIER (GERARD),FR0000061459,,,,Euronext Paris
737,PEUG,PEUGEOT INVEST,JP3104830009,,,,Euronext Paris
738,PEY,,US46137V5637,,,,
739,PEZ,,US46137V8037,,,,
740,PFDRW,,AU0000104580,,,,
741,PFF,,US4642886877,,,,
742,PFI,,US46137V8607,,,,
743,PFM,,US46137V5066,,,,
744,PGJ,,US46137V5710,,,,
745,PHA,PHARMAGEST INTER.,FR0012882389,,,,Euronext Paris
746,PHARM,PHARMING GROUP,KR7249420001,,,,Euronext Amsterdam
747,PHIA,PHILIPS KON,JO4121911013,,,,Euronext Amsterdam
748,PHICW,,INE029L01018,,,,
749,PHO,,US46137V1420,,,,
750,PIC,PICANOL,US73935X6417,,,,Euronext Brussels
751,PID,,US46137V5488,,,,
752,PIE,,US46138E8672,,,,
753,PIG,HAULOTTE GROUP,JP3747000002,,,,Euronext Paris
754,PIN,,US46137R1095,,,,
755,PIO,,US46138E6510,,,,
756,PIZ,,US46138E8755,,,,
757,PKW,,US46137V3087,,,,
758,PLW,,US46138E1073,,,,
759,PNL,,SG1R37924805,,,,
760,PNQI,,US46137V5306,,,,
761,POWRW,,DE000A2AA5A0,,,,
762,POXEL,POXEL,PLVOXEL00014,,,,Euronext Paris
763,PPH,,US92189F6925,,,,
764,PRC,ARTMARKET COM,FR0000074783,,,,Euronext Paris
765,PREVA,VALUE8 CUM PREF,SE0000356008,,,,Euronext Amsterdam
766,PRFZ,,US46137V5975,,,,
767,PRN,,US46137V8458,,,,
768,PROAC,PROACTIS SA,SE0015961222,,,,Euronext Paris
769,PROBS,PROLOGUE BSA 2017,AU000000PBP7,,,,Euronext Growth Paris
770,PROL,PROLOGUE,FR0010380626,,,,Euronext Paris
771,PROXI,PROXIMAR SEAFOOD,NO0010893902,,,,Euronext Growth Oslo
772,PSAGW,,IT0005023038,,,,
773,PSC,,US74255Y6077,,,,
774,PSCC,,US46138E1727,,,,
775,PSCD,,US46138E1800,,,,
776,PSCE,,US46138E1644,,,,
777,PSCF,,US46138E1560,,,,
778,PSCH,,US46138E1495,,,,
779,PSCI,,US46138E1230,,,,
780,PSCM,,US46138G2012,,,,
781,PSCT,,US46138E1156,,,,
782,PSCU,,US46138G4091,,,,
783,PSH,,CA36175A1003,,,,
784,PSL,,US46137V8862,,,,
785,PSON,,KR7005810007,,,,
786,PTF,,US46137V8110,,,,
787,PTH,,US46137V8524,,,,
788,PUB,PUBLICIS GROUPE SA,GB00BYWRS683,,,,Euronext Paris
789,PUI,,US46137V7955,,,,
790,PWG,PRODWAYS,FR0013356755,,,,Euronext Paris
791,PXI,,US46137V8789,,,,
792,PYRUM,PYRUM INNOVATIONS,DE000A2G8ZX8,,,,Euronext Growth Oslo
793,PYZ,,US46137V7047,,,,
794,QABA,,US33736Q1040,,,,
795,QAT,,US46434V7799,,,,
796,QCLN,,US33733E5006,,,,
797,QFG,QUESTFOR GR-PRICAF,EGS69101C011,,,,Euronext Brussels
798,QLT,,US3516805096,,,,
799,QQ,,AU000000QVE7,,,,
800,QQEW,,US3373441050,,,,
801,QQQ,,US46090E1038,,,,
802,QQXT,,US33733E4017,,,,
803,QRF,QRF,BE0974272040,,,,Euronext Brussels
804,QRTEP,,US74915M3088,,,,
805,QUEST,QUESTBACK GROUP,JP3266130008,,,,Euronext Growth Oslo
806,QYLD,,US37954Y4834,,,,
807,QYLG,,NET00XBRIX11,,,,
808,RAL,RALLYE,FR0000060618,,,,Euronext Paris
809,RANA,RANA GRUBER,NO0010907389,,,,Euronext Growth Oslo
810,RAT,,IT0004724107,,,,
811,RBO,ROCHE BOBOIS,FR0013344173,,,,Euronext Paris
812,RBT,ROBERTET,FR0000039091,,,,Euronext Paris
813,RCH,,DE000A1RFMY4,,,,
814,RCLFW,,CA5372261027,,,,
815,RCP,,US06738C8284,,,,
816,RDSA,ROYAL DUTCH SHELLA,JP3967450002,,,,Euronext Amsterdam
817,RDSB,ROYAL DUTCH SHELLB,INE245L01010,,,,Euronext Amsterdam
818,RDVY,,US33738R5063,,,,
819,REDD,,GB00B7TW1V39,,,,
820,REINA,REINET INVESTMENTS,KR7003690005,,,,Euronext Amsterdam
821,REN,RELX,PTREL0AM0008,,,,Euronext Amsterdam
822,RENE,REN,PTREL0AM0008,,,,Euronext Lisbon
823,RENT3,,JP3981850005,,,,
824,RET,RETAIL ESTATES,BE0003720340,,,,Euronext Brussels
825,RFDI,,JO2103411010,,,,
826,RFEM,,US33739P7078,,,,
827,RFEU,,US33739P8068,,,,
828,RING,,US46434G8556,,,,
829,RIVER,RIVER TECH,JP3974550000,,,,Euronext Growth Oslo
830,RMG,,INE655V01019,,,,
831,RMS,HERMES INTL,FR0000052292,,,,Euronext Paris
832,ROCLU,,US77867R2094,,,,
833,ROM,ROMREAL,US74347R6936,,,,Euronext Expand Oslo
834,ROMER,ROMERIKE SPAREBK,BMG763301022,,,,Euronext Growth Oslo
835,ROOD,ROODMICROTEC,NL0000440477,,,,Euronext Amsterdam
836,ROR,,JP3982200002,,,,
837,ROTH,ROTHSCHILD & CO,US71715Y1029,,,,Euronext Paris
838,ROU,ROULARTA,BE0003741551,,,,Euronext Brussels
839,RSW,,US78355W7671,,,,
840,RTH,,US92189F6842,,,,
841,RTO,,INE535D01029,,,,
842,RUI,RUBIS,BG1100084075,,,,Euronext Paris
843,RVPHW,,INE159A01016,,,,
844,RWI,RENEWI,BG1100026076,,,,Euronext Amsterdam
845,RXL,REXEL,US74347R7355,,,,Euronext Paris
846,RYA,RYANAIR HOLD. PLC,RU000A0D9AF5,,,,Euronext Dublin
847,RYTM,,US76243J1051,,,,
848,SABE,SAINT JEAN GROUPE,FR0000060121,,,,Euronext Paris
849,SACI,FIDUCIAL OFF.SOL.,ARLRIC300027,,,,Euronext Paris
850,SAIN,,JP3424980005,,,,
851,SAMS,SAMSE,FR0000060071,,,,Euronext Paris
852,SBMO,SBM OFFSHORE,DE000A3E5CP0,,,,Euronext Amsterdam
853,SBRY,,INE431C01023,,,,
854,SBUX,,US8552441094,,,,
855,SCHD,SCHEERD.V KERCHOVE,US8085247976,,,,Euronext Brussels
856,SCHP,SECHE ENVIRONNEM.,US8085248701,,,,Euronext Paris
857,SCP,SPORTING,PTSCP0AM0001,,,,Euronext Lisbon
858,SCPS,,US8091711015,,,,
859,SCR,SCOR SE,JP3913600007,,,,Euronext Paris
860,SCZ,,US4642882736,,,,
861,SDACW,,INE001A01036,,,,
862,SDP,,US74347B7221,,,,
863,SDR,,AU000000SSM2,,,,
864,SDT,VISIODENT,DE000A3CM708,,,,Euronext Paris
865,SEC,SODITECH,FR0000078321,,,,Euronext Paris
866,SEIT,,JP3722200007,,,,
867,SELER,SELECTIRENTE,FR0004175842,,,,Euronext Paris
868,SEQUA,SEQUANA MEDICAL,BE0974340722,,,,Euronext Brussels
869,SESL,SES IMAGOTAG,INE195F01019,,,,Euronext Paris
870,SGO,SAINT GOBAIN,FR0000125007,,,,Euronext Paris
871,SGRO,SEGRO PLC,GB00B5ZN1N88,,,,Euronext Paris
872,SHB,,CNE100003P17,,,,
873,SHIPZ,,JP3390360000,,,,
874,SHUR,SHURGARD,INE344E01016,,,,Euronext Brussels
875,SHV,,US4642886794,,,,
876,SHY,,US4642874576,,,,
877,SIGHT,GENSIGHT BIOLOGICS,FR0010035816,,,,Euronext Paris
878,SIKRI,SIKRI HOLDING,NO0010881717,,,,Euronext Growth Oslo
879,SIP,SIPEF,AU000000SRI2,,,,Euronext Brussels
880,SK,S.E.B.,FR0000121709,,,,Euronext Paris
881,SKAND,SKANDIA GREENPOWER,NO0010739402,,,,Euronext Growth Oslo
882,SKG,,NO0010861115,,,,
883,SKOR,,US33939L7617,,,,
884,SKYY,,US33734X1928,,,,
885,SLCO,SELCODIS,US84609P1030,,,,Euronext Paris
886,SLCRW,,INE222U01010,,,,
887,SLQD,,US46434V1008,,,,
888,SLVO,,US22542D4491,,,,
889,SMCP,,US26922A8348,,,,
890,SMH,,US92189F6768,,,,
891,SMIN,,US46429B6149,,,,
892,SNLN,,US4301017749,,,,
893,SNRHW,,JP3300950007,,,,
894,SNSR,,US37954Y7803,,,,
895,SOCL,,US37950E4162,,,,
896,SOF,SOFINA,NO0010811961,,,,Euronext Brussels
897,SOG,SOGECLAIR,IT0000076536,,,,Euronext Paris
898,SOLB,SOLVAY,NET000SOLA01,,,,Euronext Brussels
899,SOLV,SOLVAC NOM(RETAIL),BE0003545531,,,,Euronext Brussels
900,SONG,,CNE000000KY5,,,,
901,SOP,SOPRA STERIA GROUP,US74347B6645,,,,Euronext Paris
902,SOXX,,US4642875235,,,,
903,SPA,SPADEL,IT0001447348,,,,Euronext Brussels
904,SPEL,FONCIERE VOLTA,BG1100007126,,,,Euronext Paris
905,SPIE,SPIE,FR0000054371,,,,Euronext Paris
906,SPKAR,,JP3163800000,,,,
907,SQQQ,,US74347G4082,,,,
908,SRET,,US37950E1275,,,,
909,SSAAW,,FI4000507488,,,,
910,SSE,,FR0013459369,,,,
911,STATT,STATT TORSK,NO0010775844,,,,Euronext Growth Oslo
912,STF,STEF,ZAE000123766,,,,Euronext Paris
913,SVS,,SE0014808853,,,,
914,SW,SODEXO,FR0000121220,,,,Euronext Paris
915,SWP,SWORD GROUP,CH0000SWISS7,,,,Euronext Paris
916,SX,CS GROUP.,DE000A0DPRE6,,,,Euronext Paris
917,SXS,,SE0016609499,,,,
918,SYNC,,GG00B8P59C08,,,,
919,SYNT,,JP3180800009,,,,
920,SZZLU,,US83014E2081,,,,
921,TATE,,GB0008754466,,,,
922,TAYN,TAYNINH,FR0000063307,,,,Euronext Paris
923,TBCPW,,CA22821L1040,,,,
924,TBIRD,THUNDERBIRD,NET000BIRD01,,,,Euronext Amsterdam
925,TCO,TESCO PLC,INE480M01011,,,,Euronext Dublin
926,TDIV,,US33738R1187,,,,
927,TECO,TECO 2030,IT0005037210,,,,Euronext Growth Oslo
928,TEKKW,,DE000A2BPK34,,,,
929,TEKNA,TEKNA HOLDING,NO0010951577,,,,Euronext Growth Oslo
930,TERB,TER BEKE,ROTRPLACNOR7,,,,Euronext Brussels
931,TESB,TESSENDERLO,PLTSGS000019,,,,Euronext Brussels
932,TET,TETRYS,JP3545620001,,,,Euronext Expert Market
933,TEXF,TEXAF,INE186R01013,,,,Euronext Brussels
934,TFF,TFF GROUP,GRS316007004,,,,Euronext Paris
935,TFG,TETRAGON FIN GRP,GG00B1RMC548,,,,Euronext Amsterdam
936,TFI,TF1,US78468R7219,,,,Euronext Paris
937,THEP,THERMADOR GROUPE,NET000THEMI0,,,,Euronext Paris
938,TINC,TINC,BE0974282148,,,,Euronext Brussels
939,TIPI,TIPIAK,FR0000066482,,,,Euronext Paris
940,TIRX,,KYG8884K1022,,,,
941,TLGYU,,KYG8656T1177,,,,
942,TLT,,US4642874329,,,,
943,TNG,TRANSGENE,RU000A0ET5A1,,,,Euronext Paris
944,TQQQ,,US74347X8314,,,,
945,TRAN,TRANSITION SHARES,PLTRNSP00013,,,,Euronext Paris
946,TRANW,TRANSITION WARRANT,INE0BIW01023,,,,Euronext Paris
947,TUB,TUBIZE-FIN,DE000A2PXQD4,,,,Euronext Brussels
948,TUR,,US4642867158,,,,
949,TUSA,,US33733E7085,,,,
950,UAE,,US46434V7617,,,,
951,UBI,UBISOFT ENTERTAIN,FR0000054470,,,,Euronext Paris
952,UCB,UCB,JP3157250006,,,,Euronext Brussels
953,UFF,UNION FIN.FRANCE,FR0000034548,,,,Euronext Paris
954,UKW,,US74347R5110,,,,
955,ULE,,US74347W8745,,,,
956,ULVR,,INE481G01011,,,,
957,UMG,UMG,NL0015000IY2,,,,Euronext Amsterdam
958,UNBL,UNIBEL,INE030A01027,,,,Euronext Paris
959,UPG,UNIFIEDPOST GROUP,SG1K55001665,,,,Euronext Brussels
960,UPR,UNIPHAR PLC,IE00BJ5FQX74,,,,Euronext Growth Dublin
961,URW,UNIBAIL-RODAMCO-WE,RU0007661302,,,,Euronext Amsterdam
962,USIG,,AU000000GNG0,,,,
963,USLB,,US46138E4127,,,,
964,V,,US92826C8394,,,,
965,VAF,VAA VISTA ALEGRE,NL0010661864,,,,Euronext Lisbon
966,VALUE,VALUE8,DE0007600405,,,,Euronext Amsterdam
967,VAM,VAM INVEST SHARES,NL0015000G40,,,,Euronext Amsterdam
968,VAN,VAN DE VELDE,GB00BYX4TP46,,,,Euronext Brussels
969,VASTB,VASTNED BELGIUM,BE0003754687,,,,Euronext Brussels
970,VASTN,VASTNED,BE0003754687,,,,Euronext Amsterdam
971,VBNK,,CA92512J1066,,,,
972,VCIT,,US92206C8709,,,,
973,VCLT,,US92206C8139,,,,
974,VCSH,,US92206C4096,,,,
975,VCT,,GB00B17B3479,,,,
976,VEIL,,INE576B01019,,,,
977,VENAR,,AU000000VMC0,,,,
978,VENAW,,AU000000VMC0,,,,
979,VETO,VETOQUINOL,IT0004171440,,,,Euronext Paris
980,VGIT,,US92206C7065,,,,
981,VGLT,,US92206C8477,,,,
982,VGP,VGP,AU000000R3D8,,,,Euronext Brussels
